Chromosome Start End Name Initial_Abundance New_Abundance Absolute_Difference Relative_Difference(%)
chr2 190738201 190738402 PMS1_Exon10_NM_001289409.1 1224.54 1189.62 34.92 2.851683
chr11 119145521 119145683 CBL_Exon5_NM_005188.4 1264.60 1228.54 36.06 2.851495
chr15 57544598 57544710 TCF12_Exon15_NM_001322151.1 1560.50 1516.02 44.48 2.850368
chr3 49412846 49413042 RHOA_Exon3_NM_001313941.2 1459.52 1417.92 41.6 2.850252
chr14 105258914 105259000 AKT1_Exon2_NM_005163.2 2144.86 2083.76 61.1 2.848671
chr7 142650874 142651063 KEL_Exon9_NM_000420.3 1850.26 1797.56 52.7 2.848248
chr13 32908664 32908745 BRCA2_Intron10_NM_000059.3 1705.30 1656.74 48.56 2.847593
chr3 187442832 187442874 BCL6_Exon7_NM_001134738.1 1428.96 1388.28 40.68 2.846826
chr5 38949437 38949549 RICTOR_Exon32_NM_001285439.2 1669.50 1621.98 47.52 2.846361
chrX 96167461 96167571 DIAPH2_Exon7_NM_007309.3 967.56 940.02 27.54 2.846335
chr4 55154945 55155085 PDGFRA_Exon20_NM_006206.6 1393.56 1353.90 39.66 2.845949
chr6 30679630 30681151 MDC1_Exon5_NM_014641.3 1765.54 1715.30 50.24 2.845588
chrX 70608066 70608248 TAF1_Exon16_NM_138923.3 1007.94 979.26 28.68 2.845407
chr7 151168614 151168711 RHEB_Exon5_NM_005614.4 1977.32 1921.06 56.26 2.845265
chrX 44938370 44938616 KDM6A_Exon18_NM_001291421.1 934.94 908.34 26.6 2.845102
chrX 41043230 41043401 USP9X_Exon22_NM_001039591.3 997.70 969.32 28.38 2.844542
chr10 89717589 89717796 PTEN_Exon7_NM_001304718.2 1530.02 1486.50 43.52 2.844407
chr17 27804658 27804744 TAOK1_Exon5_NM_025142.1 653.24 634.66 18.58 2.844284
chr14 65550877 65551037 MAX_Exon4_NM_145114.2 1641.96 1595.26 46.7 2.844162
chr6 18132324 18132448 TPMT_Exon9_NM_001346817.1 1387.76 1348.30 39.46 2.843431
chr1 10332278 10332384 KIF1B_Exon9_NM_183416.4 1379.34 1340.12 39.22 2.843389
chr11 108205675 108205856 ATM_Exon55_NM_000051.3 1586.64 1541.54 45.1 2.842485
chr14 105236657 105236777 AKT1_Exon14_NM_005163.2 1883.26 1829.76 53.5 2.840819
chr13 32925673 32925916 BRCA2_Intron13_NM_000059.3 1515.94 1472.88 43.06 2.840482
chr13 48947520 48947648 RB1_Exon12_NM_000321.2 1122.38 1090.50 31.88 2.840393
chr6 18139154 18139308 TPMT_Exon7_NM_001346817.1 1288.56 1251.96 36.6 2.84038
chr17 29528408 29528523 NF1_Exon11_NM_000267.3 1279.48 1243.14 36.34 2.840216
chr13 32943253 32943728 BRCA2_Intron18_NM_000059.3 1674.48 1626.94 47.54 2.83909
chr5 86645010 86645201 RASA1_Exon8_NM_002890.3 833.38 809.72 23.66 2.839041
chr10 114918405 114918496 TCF7L2_Exon12_NM_001146284.2 1490.20 1447.90 42.3 2.838545
chr15 41022030 41022192 RAD51_Exon9_NM_001164269.2 1374.16 1335.16 39.0 2.838097
chr12 112939927 112940080 PTPN11_Exon14_NM_002834.4 1271.28 1235.20 36.08 2.838084
chr17 7983955 7984118 ALOX12B_Exon5_NM_001139.3 1702.58 1654.26 48.32 2.838046
chr5 37010168 37010347 NIPBL_Exon21_NM_015384.5 1384.94 1345.66 39.28 2.836224
chr1 193181499 193181627 CDC73_Exon13_NM_024529.4 1416.10 1375.94 40.16 2.835958
chr21 10944677 10944724 TPTE_Exon11_NM_199261.3 622.04 604.40 17.64 2.83583
chr1 193202102 193202304 CDC73_Exon14_NM_024529.4 1984.92 1928.64 56.28 2.835379
chr1 65330449 65330675 JAK1_Exon9_NM_001320923.1 1574.44 1529.80 44.64 2.835294
chr4 153249339 153249561 FBXW7_Exon11_NM_001349798.2 1176.80 1143.44 33.36 2.834806
chr1 6257691 6257836 RPL22_Exon2_NM_000983.4 1668.62 1621.32 47.3 2.834678
chr19 15297668 15297819 NOTCH3_Exon12_NM_000435.3 1177.16 1143.80 33.36 2.833939
chr6 18148014 18148186 TPMT_Exon4_NM_001346817.1 1352.94 1314.62 38.32 2.83235
chr13 32908376 32908534 BRCA2_Intron10_NM_000059.3 1747.94 1698.44 49.5 2.831905
chr13 32910298 32915776 BRCA2_Exon11_NM_000059.3 1688.18 1640.38 47.8 2.831452
chrX 32459276 32459451 DMD_Exon28_NM_000109.4 548.92 533.38 15.54 2.831014
chr13 33261250 33261442 PDS5B_Exon12_NM_015032.4 1412.12 1372.16 39.96 2.829788
chr12 112919857 112920029 PTPN11_Exon10_NM_002834.4 1453.96 1412.82 41.14 2.829514
chr9 5126312 5126466 JAK2_Exon23_NM_001322195.1 598.16 581.24 16.92 2.828675
chr9 8484098 8484398 PTPRD_Exon14_NM_130392.3 1377.06 1338.12 38.94 2.827763
chr16 50788209 50788355 CYLD_Exon6_NM_015247.2 1592.98 1547.94 45.04 2.827405
chr13 28885706 28885889 FLT1_Exon27_NM_002019.4 1296.80 1260.14 36.66 2.826959
chr11 57573333 57573527 TMX2-CTNND1_Exon11_NR_037646.1 1483.58 1441.64 41.94 2.826946
chr22 50722241 50722439 PLXNB2_Exon14_NM_012401.4 1541.80 1498.22 43.58 2.826566
chr8 56879253 56879476 LYN_Exon9_NM_001111097.3 1456.24 1415.08 41.16 2.826457
chr1 158653140 158653306 SPTA1_Exon3_NM_003126.4 1420.16 1380.02 40.14 2.826442
chr8 67514632 67514778 MYBL1_Exon2_NM_001080416.4 1525.82 1482.70 43.12 2.826021
chr19 42791137 42791412 CIC_Exon4_NM_001304815.1 1915.38 1861.26 54.12 2.825549
chr17 41207069 41207376 BRCA1_Intron19_NM_007298.3 1594.04 1549.00 45.04 2.825525
chr19 15290862 15291087 NOTCH3_Exon20_NM_000435.3 1001.12 972.84 28.28 2.824836
chr17 40468786 40468939 STAT3_Exon23_NM_213662.2 1027.36 998.34 29.02 2.824716
chr1 198718524 198718698 PTPRC_Exon25_NM_080921.3 1390.88 1351.60 39.28 2.824111
chr17 41267520 41268421 BRCA1_Exon2_NM_007298.3 1696.98 1649.08 47.9 2.822661
chr11 108203468 108203647 ATM_Exon53_NM_000051.3 1347.82 1309.78 38.04 2.822335
chrX 76829694 76829843 ATRX_Exon28_NM_000489.5 757.90 736.52 21.38 2.820953
chr5 112102002 112102127 APC_Exon2_NM_001127511.3 1087.68 1057.00 30.68 2.820683
chr19 45855743 45855927 ERCC2_Exon21_NM_000400.3 1245.24 1210.12 35.12 2.82034
chr14 62199115 62199262 HIF1A_Exon7_NM_181054.3 2324.68 2259.12 65.56 2.820173
chr1 65311175 65311343 JAK1_Exon16_NM_001320923.1 1346.12 1308.16 37.96 2.819957
chr15 33022871 33023466 GREM1_Exon2_NM_013372.7 1386.86 1347.78 39.08 2.817876
chr11 108216449 108216655 ATM_Exon58_NM_000051.3 1669.08 1622.06 47.02 2.817121
chr4 74283784 74284048 ALB_Exon12_NM_000477.7 1620.30 1574.66 45.64 2.816762
chr12 11183927 11183975 TAS2R31_Exon1_NM_176885.2 450.88 438.18 12.7 2.816714
chr9 98268668 98268901 PTCH1_Exon2_NM_001083607.2 1609.22 1563.90 45.32 2.816271
chr18 56985720 56985769 CPLX4_Exon1_NM_181654.4 660.56 641.96 18.6 2.815793
chr1 10335465 10335581 KIF1B_Exon10_NM_183416.4 1115.72 1084.32 31.4 2.814326
chr9 8338901 8339067 PTPRD_Exon28_NM_130392.3 1255.20 1219.88 35.32 2.813894
chr3 136573466 136573514 SLC35G2_Exon2_NM_001097600.1 426.46 414.46 12.0 2.813863
chr9 137703164 137703258 COL5A1_Exon45_NM_000093.5 960.30 933.28 27.02 2.813704
chrX 76889033 76889220 ATRX_Exon18_NM_000489.5 1169.70 1136.80 32.9 2.812687
chrX 76849145 76849339 ATRX_Exon26_NM_000489.5 1460.62 1419.54 41.08 2.812504
chr3 182665317 182665440 DCUN1D1_Exon5_NM_020640.4 1154.18 1121.72 32.46 2.812386
chr5 35857059 35857181 IL7R_Exon1_NM_002185.5 1534.68 1491.52 43.16 2.812313
chr9 137705808 137705902 COL5A1_Exon49_NM_000093.5 1175.78 1142.72 33.06 2.81175
chr19 15374210 15374379 BRD4_Exon7_NM_058243.2 1203.56 1169.72 33.84 2.811659
chr11 6650662 6650828 DCHS1_Exon12_NM_003737.4 1364.28 1325.94 38.34 2.810274
chr1 193219785 193219862 CDC73_Exon17_NM_024529.4 993.02 965.12 27.9 2.809611
chr1 46724337 46724438 RAD54L_Exon4_NM_001370766.1 1487.24 1445.46 41.78 2.809231
chrX 44870185 44870284 KDM6A_Exon5_NM_001291421.1 923.88 897.94 25.94 2.807724
chr9 2097364 2097491 SMARCA2_Exon21_NM_001289397.2 1415.50 1375.76 39.74 2.807489
chr1 156813946 156814092 INSRR_Exon15_NM_014215.3 1202.52 1168.76 33.76 2.807438
chr12 49418572 49418749 KMT2D_Exon49_NM_003482.3 1403.52 1364.12 39.4 2.807228
chr1 214567017 214567140 PTPN14_Exon10_NM_005401.5 1256.82 1221.54 35.28 2.807085
chr15 89811609 89811776 FANCI_Exon10_NM_001113378.1 1512.28 1469.84 42.44 2.806359
chr16 72827133 72832633 ZFHX3_Exon9_NM_006885.4 1461.40 1420.40 41.0 2.805529
chr2 47690149 47690313 MSH2_Exon10_NM_001258281.1 1203.38 1169.62 33.76 2.805431
chr7 124481006 124481252 POT1_Exon14_NM_015450.3 1711.82 1663.80 48.02 2.805201
chr19 36222788 36223056 KMT2B_Exon27_NM_014727.2 1484.40 1442.76 41.64 2.805174
chr7 128848579 128848712 SMO_Exon7_NM_005631.5 1553.58 1510.00 43.58 2.805134
chr15 91337376 91337607 BLM_Exon16_NM_001287247.2 1223.72 1189.40 34.32 2.804563
chrX 123189957 123190105 STAG2_Exon14_NM_001042749.2 1275.80 1240.02 35.78 2.804515
chr13 33257994 33258180 PDS5B_Exon11_NM_015032.4 1409.88 1370.34 39.54 2.804494
chr12 404718 404979 KDM5A_Exon26_NM_001042603.3 1554.20 1510.62 43.58 2.804015
chr1 16245400 16245566 SPEN_Exon7_NM_015001.3 1283.90 1247.90 36.0 2.803957
chr8 90982571 90982805 NBN_Exon7_NM_002485.4 2007.56 1951.28 56.28 2.803403
chr2 39283822 39284027 SOS1_Exon4_NM_005633.3 1477.54 1436.12 41.42 2.803308
chr2 225376050 225376319 CUL3_Exon6_NM_003590.5 1428.36 1388.32 40.04 2.803215
chr3 142217418 142217636 ATR_Exon32_NM_001184.4 1433.06 1392.90 40.16 2.802395
chr3 182665005 182665142 DCUN1D1_Exon6_NM_020640.4 1281.62 1245.72 35.9 2.801142
chr7 6426822 6426934 RAC1_Exon2_NM_006908.5 1563.04 1519.26 43.78 2.800952
chrX 128641897 128642093 SMARCA1_Exon7_NM_003069.5 1175.42 1142.50 32.92 2.800701
chr14 95571387 95571603 DICER1_Exon19_NM_001195573.1 1956.18 1901.40 54.78 2.800356
chr8 30941194 30941315 WRN_Exon10_NM_000553.6 1044.90 1015.64 29.26 2.800268
chr13 48615016 48615292 NUDT15_Exon2_NR_136687.1 1592.18 1547.60 44.58 2.799935
chr11 94223978 94224151 MRE11_Exon3_NM_005590.4 1390.82 1351.88 38.94 2.799787
chr19 48945386 48945659 GRIN2D_Exon12_NM_000836.2 1466.64 1425.58 41.06 2.799596
chr12 124824819 124825009 NCOR2_Exon38_NM_006312.6 1364.12 1325.94 38.18 2.798874
chr7 151949610 151949820 KMT2C_Exon10_NM_170606.3 2295.40 2231.18 64.22 2.797769
chr9 98209173 98209753 PTCH1_Exon23_NM_001083607.2 1473.34 1432.12 41.22 2.797725
chrX 53672242 53672435 HUWE1_Exon7_NM_031407.7 1305.42 1268.90 36.52 2.797567
chr2 242794080 242794155 PDCD1_Exon4_NM_005018.3 609.12 592.08 17.04 2.797478
chr4 143191795 143191947 INPP4B_Exon11_NM_003866.3 1256.22 1221.08 35.14 2.797281
chrX 123215209 123215398 STAG2_Exon28_NM_001042749.2 1247.70 1212.80 34.9 2.797147
chr15 91310119 91310273 BLM_Exon10_NM_001287247.2 1091.28 1060.76 30.52 2.796716
chr5 38953542 38953675 RICTOR_Exon28_NM_001285439.2 1045.52 1016.28 29.24 2.796694
chr2 215633935 215634056 BARD1_Exon5_NM_000465.4 1559.22 1515.62 43.6 2.79627
chrX 70361712 70361834 MED12_Exon44_NM_005120.3 1196.68 1163.22 33.46 2.796069
chr3 47158092 47158264 SETD2_Exon4_NM_014159.6 1498.20 1456.32 41.88 2.795354
chr4 144381496 144381660 GAB1_Exon8_NM_002039.4 1266.02 1230.64 35.38 2.794585
chr17 11935562 11935635 MAP2K4_Exon2_NM_001281435.2 1289.30 1253.28 36.02 2.793764
chr11 108159683 108159850 ATM_Exon28_NM_000051.3 1375.32 1336.90 38.42 2.793532
chr11 108204592 108204715 ATM_Exon54_NM_000051.3 1266.70 1231.32 35.38 2.793084
chr12 115115364 115115481 TBX3_Exon5_NM_016569.4 1476.20 1434.98 41.22 2.792305
chr11 64572485 64572690 MEN1_Exon9_NM_001370261.1 1686.80 1639.70 47.1 2.792269
chr14 95574640 95574860 DICER1_Exon14_NM_001195573.1 2073.60 2015.70 57.9 2.792245
chr2 68691309 68691356 FBXO48_Exon4_NM_001024680.3 644.02 626.04 17.98 2.791839
chrX 96327919 96328061 DIAPH2_Exon18_NM_007309.3 1454.96 1414.34 40.62 2.791829
chr2 61717756 61717931 XPO1_Exon17_NM_003400.4 1500.20 1458.32 41.88 2.791628
chr5 131923233 131923402 RAD50_Exon6_NM_005732.4 1443.78 1403.48 40.3 2.791284
chrX 31893287 31893510 DMD_Exon5_NM_004021.3 955.34 928.68 26.66 2.79063
chr2 209101782 209101913 IDH1_Exon10_NM_001282387.1 1238.50 1203.94 34.56 2.790472
chrX 95990736 95990809 DIAPH2_Exon2_NM_007309.3 1029.94 1001.20 28.74 2.790454
chr1 209969672 209969917 IRF6_Exon4_NM_006147.4 1111.08 1080.08 31.0 2.790078
chr11 108151701 108151915 ATM_Exon24_NM_000051.3 1412.22 1372.82 39.4 2.789934
chr5 37048583 37048797 NIPBL_Exon39_NM_015384.5 1229.08 1194.82 34.26 2.787451
chr6 117686202 117686387 ROS1_Exon20_NM_002944.2 1301.64 1265.36 36.28 2.787253
chr2 48030538 48030844 MSH6_Exon3_NM_001281492.1 1615.34 1570.32 45.02 2.787029
chr4 153244012 153244321 FBXW7_Exon14_NM_001349798.2 1669.52 1623.00 46.52 2.78643
chr2 212589780 212589939 ERBB4_Exon6_NM_001042599.1 1275.58 1240.04 35.54 2.786184
chr17 41228021 41229363 BRCA1_Exon12_NM_007298.3 1477.34 1436.18 41.16 2.786089
chr19 30314541 30314704 CCNE1_Exon11_NM_001322262.2 1213.50 1179.70 33.8 2.785332
chr17 29687484 29687741 NF1_Exon56_NM_000267.3 1802.38 1752.18 50.2 2.785206
chrX 53245235 53245399 KDM5C_Exon6_NM_001353981.2 1226.56 1192.40 34.16 2.785025
chr11 94197258 94197425 MRE11_Exon11_NM_005590.4 1380.44 1342.00 38.44 2.784619
chr17 58024889 58024938 RPS6KB1_Exon14_NM_001272042.1 408.74 397.36 11.38 2.784166
chr16 2126048 2126191 TSC2_Exon23_NM_001318829.1 1537.32 1494.52 42.8 2.784066
chr14 62194150 62194393 HIF1A_Exon6_NM_181054.3 2016.04 1959.92 56.12 2.783675
chr12 6692343 6692564 CHD4_Exon25_NM_001297553.2 1526.28 1483.80 42.48 2.783238
chr6 74229585 74229769 EEF1A1_Exon2_NM_001402.6 1907.26 1854.18 53.08 2.78305
chr7 151884326 151884581 KMT2C_Exon33_NM_170606.3 2422.42 2355.02 67.4 2.782342
chr12 25378527 25378727 KRAS_Exon4_NM_033360.4 1290.52 1254.62 35.9 2.781824
chr3 52595762 52596004 PBRM1_Exon30_NM_001350077.2 1371.20 1333.06 38.14 2.781505
chr4 106155079 106158617 TET2_Exon3_NM_017628.4 1865.92 1814.02 51.9 2.78147
chr1 243778377 243778483 AKT3_Exon6_NM_181690.2 1164.18 1131.80 32.38 2.781357
chr5 56177376 56178713 MAP3K1_Exon14_NM_005921.2 2055.24 1998.08 57.16 2.781184
chr3 52440824 52440943 BAP1_Exon8_NM_004656.4 1727.44 1679.40 48.04 2.780994
chr12 120536813 120536978 RAB35_Exon4_NM_006861.7 1090.46 1060.14 30.32 2.780478
chr17 16049669 16049882 NCOR1_Exon10_NM_006311.4 1841.56 1790.36 51.2 2.780252
chr4 187627696 187631001 FAT1_Exon2_NM_005245.4 1697.98 1650.78 47.2 2.779774
chr17 37657482 37657712 CDK12_Exon6_NM_016507.4 1395.80 1357.00 38.8 2.779768
chr2 148657006 148657156 ACVR2A_Exon4_NM_001278579.2 1242.04 1207.52 34.52 2.779299
chr5 149465921 149466010 CSF1R_Exon1_NM_001288705.2 1538.70 1495.94 42.76 2.778969
chr5 38959276 38959443 RICTOR_Exon22_NM_001285439.2 1453.06 1412.68 40.38 2.778963
chr20 33054110 33054158 MIR644A_Exon1_NR_030374.1 533.34 518.52 14.82 2.778715
chr1 11736082 11736217 MAD2L2_Exon6_NM_006341.4 1273.60 1238.22 35.38 2.777952
chr1 10356619 10356743 KIF1B_Exon18_NM_183416.4 1422.88 1383.36 39.52 2.777465
chr7 142638318 142638520 KEL_Exon19_NM_000420.3 1811.96 1761.64 50.32 2.777103
chr22 29120944 29121132 CHEK2_Exon5_NM_001005735.2 1447.82 1407.62 40.2 2.776588
chr16 81914494 81914578 PLCG2_Exon8_NM_002661.5 1371.60 1333.52 38.08 2.77632
chr5 86648953 86649072 RASA1_Exon9_NM_002890.3 969.64 942.72 26.92 2.776288
chr13 33333745 33333848 PDS5B_Exon29_NM_015032.4 1274.02 1238.66 35.36 2.775467
chr8 48866890 48866939 PRKDC_Exon5_NM_006904.7 295.46 287.26 8.2 2.775333
chr5 37752712 37752761 WDR70_Exon17_NM_001345999.2 471.32 458.24 13.08 2.775185
chr1 17355074 17355251 SDHB_Exon4_NM_003000.3 1413.30 1374.08 39.22 2.775065
chr6 111587341 111587389 MFSD4B_Exon4_NM_153369.3 363.30 353.22 10.08 2.774566
chr11 92539507 92539701 FAT3_Exon12_NM_001367949.1 1132.60 1101.18 31.42 2.774148
chr3 142261486 142261619 ATR_Exon17_NM_001184.4 1542.18 1499.42 42.76 2.772698
chr15 88428904 88428986 NTRK3_Exon18_NM_001012338.2 658.86 640.60 18.26 2.771454
chr14 75508297 75508423 MLH3_Exon4_NM_001040108.1 1955.44 1901.26 54.18 2.770732
chr9 2047208 2047504 SMARCA2_Exon5_NM_001289397.2 637.38 619.72 17.66 2.770718
chr5 98194647 98194739 CHD1_Exon33_NM_001270.2 1113.82 1082.96 30.86 2.770645
chr16 23625304 23625432 PALB2_Exon11_NM_024675.4 1257.72 1222.88 34.84 2.770092
chr11 65429656 65430316 RELA_Exon2_NM_001145138.2 1532.34 1489.90 42.44 2.76962
chr17 59861610 59861805 BRIP1_Exon11_NM_032043.3 1554.20 1511.16 43.04 2.76927
chr12 6711105 6711361 CHD4_Exon3_NM_001297553.2 1666.34 1620.20 46.14 2.768943
chr16 14025993 14026162 ERCC4_Exon6_NM_005236.3 1384.72 1346.38 38.34 2.768791
chr13 28626661 28626831 FLT3_Exon5_NM_004119.3 1136.98 1105.50 31.48 2.768738
chr9 133753781 133753974 ABL1_Exon8_NM_007313.2 1304.78 1268.66 36.12 2.768283
chr22 50721458 50721635 PLXNB2_Exon17_NM_012401.4 1623.98 1579.04 44.94 2.767275
chr8 30922410 30922599 WRN_Exon5_NM_000553.6 1366.18 1328.38 37.8 2.766839
chr17 29679254 29679452 NF1_Exon50_NM_000267.3 1532.52 1490.12 42.4 2.766685
chr2 39281734 39281984 SOS1_Exon5_NM_005633.3 1581.24 1537.50 43.74 2.766184
chr13 28601204 28601398 FLT3_Exon17_NM_004119.3 1182.14 1149.44 32.7 2.76617
chr13 28597466 28597634 FLT3_Exon19_NM_004119.3 1163.54 1131.36 32.18 2.765698
chr8 67513912 67514024 MYBL1_Exon3_NM_001080416.4 1207.04 1173.66 33.38 2.765443
chr17 41229655 41229732 BRCA1_Intron12_NM_007298.3 1133.40 1102.06 31.34 2.765131
chr5 112162784 112162964 APC_Exon10_NM_001127511.3 1425.32 1385.92 39.4 2.764292
chr17 15961764 15961933 NCOR1_Exon38_NM_006311.4 1487.82 1446.70 41.12 2.763775
chr11 108179677 108179818 C11orf65_Exon9_NM_001351110.2 1203.72 1170.46 33.26 2.763101
chr15 89807113 89807277 FANCI_Exon8_NM_001113378.1 1572.90 1529.46 43.44 2.761778
chr17 38510533 38510778 RARA_Exon7_NM_000964.4 1224.06 1190.26 33.8 2.761303
chr9 139393543 139393731 NOTCH1_Exon32_NM_017617.5 1592.74 1548.76 43.98 2.761279
chr1 120611927 120612040 NOTCH2_Exon1_NM_024408.4 2484.74 2416.14 68.6 2.760852
chr8 31024517 31024766 WRN_Exon34_NM_000553.6 1040.40 1011.68 28.72 2.760477
chr7 14026242 14026330 ETV1_Exon5_NM_004956.5 2134.48 2075.58 58.9 2.759454
chr2 190741977 190742182 PMS1_Exon11_NM_001289409.1 1507.98 1466.38 41.6 2.758657
chr6 32180230 32180424 NOTCH4_Exon17_NM_004557.4 1295.04 1259.32 35.72 2.758216
chr12 64812735 64812783 XPOT_Exon6_NM_007235.6 362.56 352.56 10.0 2.758164
chrX 123202393 123202526 STAG2_Exon24_NM_001042749.2 1055.10 1026.00 29.1 2.758032
chr13 32897601 32898843 BRCA2_Intron3_NM_000059.3 2002.48 1947.26 55.22 2.757581
chr6 117680951 117681194 ROS1_Exon23_NM_002944.2 1336.06 1299.22 36.84 2.757361
chr3 178927953 178928146 PIK3CA_Exon8_NM_006218.4 1595.74 1551.74 44.0 2.757341
chr9 127920499 127920681 PPP6C_Exon4_NM_002721.5 1359.34 1321.86 37.48 2.75722
chr5 170834683 170834798 NPM1_Exon11_NM_001355006.1 1484.52 1443.60 40.92 2.756447
chr1 28929942 28929992 TAF12_Exon6_NM_001135218.2 386.06 375.42 10.64 2.756048
chr20 39766261 39766518 PLCG1_Exon1_NM_182811.2 1206.96 1173.70 33.26 2.755684
chr13 32918900 32923106 BRCA2_Exon13_NM_000059.3 1605.52 1561.28 44.24 2.755494
chr3 10188177 10188340 VHL_Exon2_NM_000551.3 1305.10 1269.14 35.96 2.755344
chrX 123176398 123176515 STAG2_Exon7_NM_001042749.2 1285.00 1249.60 35.4 2.754864
chrX 47039590 47039728 RBM10_Exon11_NM_001204468.1 841.58 818.40 23.18 2.754343
chr2 61749725 61749838 XPO1_Exon4_NM_003400.4 1318.22 1281.92 36.3 2.753713
chr12 120541609 120541773 RAB35_Exon3_NM_006861.7 1212.32 1178.94 33.38 2.753398
chr5 131927548 131927746 RAD50_Exon11_NM_005732.4 1484.94 1444.06 40.88 2.752973
chr10 114799763 114799905 TCF7L2_Exon4_NM_001146284.2 1651.06 1605.62 45.44 2.752171
chr10 112352810 112353001 SMC3_Exon18_NM_005445.3 1840.84 1790.18 50.66 2.752005
chrX 76912029 76912163 ATRX_Exon13_NM_000489.5 1005.90 978.22 27.68 2.751765
chr9 5090718 5090931 JAK2_Exon21_NM_001322195.1 1399.22 1360.72 38.5 2.751533
chr17 56798086 56798193 RAD51C_Exon6_NM_058216.3 1414.80 1375.88 38.92 2.750919
chr19 13368143 13368385 CACNA1A_Exon28_NM_001127221.1 1364.66 1327.12 37.54 2.750868
chr5 131944286 131944437 RAD50_Exon17_NM_005732.4 1291.88 1256.36 35.52 2.749481
chr2 198288511 198288718 SF3B1_Exon2_NM_012433.3 1535.88 1493.66 42.22 2.748913
chrX 41075131 41075925 USP9X_Exon35_NM_001039591.3 1126.62 1095.66 30.96 2.748043
chrX 15364139 15364188 PIR-FIGF_Exon15_NR_037859.2 262.74 255.52 7.22 2.747964
chr16 2223901 2224069 TRAF7_Exon13_NM_032271.3 1022.58 994.48 28.1 2.747951
chr17 40462504 40462707 STAT5A_Exon20_NM_003152.3 1336.42 1299.70 36.72 2.747639
chr9 8526606 8526664 PTPRD_Exon6_NM_130392.3 1362.14 1324.72 37.42 2.747148
chrX 31497079 31497240 DMD_Exon15_NM_004021.3 709.86 690.36 19.5 2.747021
chr17 17119673 17119837 FLCN_Exon13_NM_001353229.2 1326.68 1290.24 36.44 2.746706
chr1 98144611 98144778 DPYD_Exon8_NM_000110.4 1190.74 1158.04 32.7 2.746191
chr9 98002910 98003045 FANCC_Exon4_NM_001243743.1 1195.44 1162.62 32.82 2.745433
chrX 76776245 76776414 ATRX_Exon34_NM_000489.5 927.52 902.06 25.46 2.744954
chr5 131944954 131945108 RAD50_Exon19_NM_005732.4 1302.78 1267.02 35.76 2.744899
chrX 44913053 44913220 KDM6A_Exon9_NM_001291421.1 977.92 951.08 26.84 2.744601
chr16 2106176 2106265 TSC2_Exon6_NM_001318829.1 1553.66 1511.02 42.64 2.744487
chr1 93667496 93667544 CCDC18_Exon7_NM_001306076.1 569.30 553.68 15.62 2.74372
chr1 115252169 115252369 NRAS_Exon4_NM_002524.5 1681.16 1635.04 46.12 2.743344
chr22 36716822 36716961 MYH9_Exon8_NM_002473.5 1477.92 1437.38 40.54 2.743044
chrX 128625897 128626090 SMARCA1_Exon14_NM_003069.5 1162.16 1130.30 31.86 2.741447
chr7 151845097 151846257 KMT2C_Exon52_NM_170606.3 2302.66 2239.54 63.12 2.741178
chr12 124838618 124838762 NCOR2_Exon29_NM_006312.6 1220.70 1187.24 33.46 2.74105
chr5 37060925 37061140 NIPBL_Exon45_NM_015384.5 1565.22 1522.32 42.9 2.740829
chr19 15281121 15281384 NOTCH3_Exon27_NM_000435.3 1269.40 1234.62 34.78 2.739877
chr3 138425980 138426151 PIK3CB_Exon1_NM_001256045.1 1423.60 1384.60 39.0 2.739534
chr7 142657994 142658211 KEL_Exon4_NM_000420.3 1879.18 1827.70 51.48 2.739493
chr9 8437177 8437259 PTPRD_Exon17_NM_001171025.1 1182.26 1149.88 32.38 2.738822
chr19 4110486 4110673 MAP2K2_Exon3_NM_030662.3 1170.82 1138.76 32.06 2.738252
chr5 36995703 36995926 NIPBL_Exon11_NM_015384.5 1725.26 1678.02 47.24 2.738138
chr5 176618864 176619040 NSD1_Exon4_NM_172349.2 1338.38 1301.74 36.64 2.737638
chr8 145739291 145739511 RECQL4_Exon12_NM_004260.3 1613.88 1569.70 44.18 2.737502
chr3 20189434 20189511 KAT2B_Exon15_NM_003884.5 1701.62 1655.04 46.58 2.737391
chr22 50726345 50726486 PLXNB2_Exon6_NM_012401.4 1622.02 1577.62 44.4 2.737328
chr13 48942642 48942760 RB1_Exon11_NM_000321.2 1425.00 1386.00 39.0 2.736842
chr12 46215182 46215290 ARID2_Exon6_NM_152641.4 975.12 948.44 26.68 2.736074
chrX 41204412 41204597 DDX3X_Exon11_NM_001356.4 940.78 915.04 25.74 2.736028
chr14 62207202 62207365 HIF1A_Exon11_NM_181054.3 1889.66 1837.96 51.7 2.735942
chr3 142226752 142226971 ATR_Exon28_NM_001184.4 1381.76 1343.96 37.8 2.735642
chr14 45618019 45618218 FANCM_Exon3_NM_001308133.2 1962.64 1908.96 53.68 2.735092
chr16 2222171 2222395 TRAF7_Exon8_NM_032271.3 1445.68 1406.14 39.54 2.735045
chr6 74229039 74229259 EEF1A1_Exon3_NM_001402.6 2169.88 2110.54 59.34 2.734713
chr17 47696575 47696767 SPOP_Exon4_NM_001370732.1 1812.72 1763.16 49.56 2.734013
chr11 71941385 71941532 INPPL1_Exon10_NM_001567.4 1599.88 1556.14 43.74 2.733955
chr2 202141529 202141711 CASP8_Exon8_NM_033355.3 1311.06 1275.22 35.84 2.733666
