Chromosome Start End Name Initial_Abundance New_Abundance Absolute_Difference Relative_Difference(%)
chr19 35758770 35758820 LSR_Exon7_NM_001260490.1 257.12 252.18 4.94 1.921282
chr19 9361721 9361771 OR7E24_Exon1_NM_001079935.1 306.06 300.18 5.88 1.921192
chr19 45860711 45860821 ERCC2_Exon14_NM_000400.3 1282.44 1257.82 24.62 1.919778
chrX 53253901 53254091 KDM5C_Exon1_NM_001353981.2 1084.42 1063.62 20.8 1.918076
chr2 29416069 29416808 ALK_Exon29_NM_004304.5 1542.52 1512.94 29.58 1.917641
chr12 21624341 21624601 RECQL_Exon13_NM_002907.4 1753.96 1720.34 33.62 1.916805
chr17 12011086 12011246 MAP2K4_Exon5_NM_003010.4 1045.26 1025.26 20.0 1.9134
chr1 163325104 163325279 NUF2_Exon14_NM_031423.4 1421.74 1394.56 27.18 1.911742
chr20 9353673 9353771 PLCB4_Exon11_NM_001172646.1 1068.38 1048.02 20.36 1.905689
chr12 6704479 6704616 CHD4_Exon13_NM_001297553.2 1374.84 1348.64 26.2 1.905676
chr2 48023012 48023222 MSH6_Exon3_NM_000179.2 1416.86 1389.86 27.0 1.905622
chr21 44513260 44513320 U2AF1_Exon9_NM_001025204.1 1106.46 1085.42 21.04 1.90156
chr19 36228516 36228664 KMT2B_Exon34_NM_014727.2 1543.90 1514.62 29.28 1.896496
chr5 170837510 170837589 NPM1_Exon12_NM_001355006.1 1474.20 1446.30 27.9 1.892552
chr10 103879822 103879887 LDB1_Exon1_NM_001113407.3 812.10 796.74 15.36 1.891393
chr11 67165913 67165961 PPP1CA_Exon7_NM_001008709.2 352.00 345.36 6.64 1.886364
chr10 63816855 63817097 ARID5B_Exon6_NM_032199.3 1551.00 1521.80 29.2 1.882656
chr16 89805865 89805981 ZNF276_Exon11_NR_110128.1 1690.30 1658.54 31.76 1.878956
chr1 10318530 10318750 KIF1B_Exon4_NM_183416.4 1366.90 1341.24 25.66 1.87724
chr3 187442832 187442874 BCL6_Exon7_NM_001134738.1 1428.96 1402.16 26.8 1.87549
chr4 55964843 55964990 KDR_Exon16_NM_002253.3 1230.70 1207.64 23.06 1.87373
chr10 93601926 93601974 TNKS2_Exon16_NM_025235.4 360.00 353.26 6.74 1.872222
chr12 111885113 111885368 SH2B3_Exon6_NM_005475.3 1155.50 1133.88 21.62 1.871051
chr6 117631223 117631464 ROS1_Exon40_NM_002944.2 1503.54 1475.44 28.1 1.868923
chr19 40743855 40744018 AKT2_Exon8_NM_001330511.1 1236.60 1213.56 23.04 1.863173
chr11 1020663 1020754 MUC6_Exon28_NM_005961.3 1255.28 1231.96 23.32 1.857753
chr16 2225480 2225643 TRAF7_Exon17_NM_032271.3 1626.48 1596.28 30.2 1.85677
chr5 180056922 180057125 FLT4_Exon5_NM_182925.5 1017.32 998.46 18.86 1.853891
chr14 105246404 105246573 AKT1_Exon3_NM_005163.2 1699.26 1667.76 31.5 1.853748
chr17 41247616 41248127 BRCA1_Exon8_NM_007298.3 1482.32 1454.86 27.46 1.852501
chr17 41266481 41267232 BRCA1_Intron3_NM_007298.3 1694.56 1663.20 31.36 1.850628
chr12 112890978 112891211 PTPN11_Exon4_NM_002834.4 1320.98 1296.54 24.44 1.850142
chr1 10436582 10436665 KIF1B_Exon49_NM_001365951.2 1276.50 1252.96 23.54 1.844105
chr14 31762481 31762530 HEATR5A_Exon36_NM_015473.4 693.62 680.84 12.78 1.842507
chr1 193172904 193173002 CDC73_Exon11_NM_024529.4 1715.72 1684.14 31.58 1.840627
chr9 97879576 97879692 FANCC_Exon11_NM_001243743.1 1467.26 1440.26 27.0 1.840165
chr1 158584022 158584116 SPTA1_Exon49_NM_003126.4 1184.72 1162.94 21.78 1.838409
chr17 78519409 78519611 RPTOR_Exon1_NM_001163034.2 1464.68 1437.76 26.92 1.837944
chr19 42794364 42795638 CIC_Exon11_NM_001304815.1 1839.06 1805.32 33.74 1.834633
chr12 69214084 69214174 MDM2_Exon5_NM_001145339.2 1156.02 1134.86 21.16 1.830418
chr11 118352409 118352827 KMT2A_Exon7_NM_001197104.1 1577.38 1548.52 28.86 1.829616
chr11 64575003 64575172 MEN1_Exon4_NM_001370261.1 1216.28 1194.04 22.24 1.828526
chr9 2047208 2047504 SMARCA2_Exon5_NM_001289397.2 637.38 625.76 11.62 1.823088
chr17 70118839 70119133 SOX9_Exon2_NM_000346.4 1510.16 1482.66 27.5 1.820999
chr10 63759829 63760100 ARID5B_Exon4_NM_032199.3 1423.52 1397.60 25.92 1.820838
chr17 66422195 66422336 WIPI1_Exon12_NM_017983.7 1105.34 1085.22 20.12 1.820254
chrX 41089733 41089869 USP9X_Exon44_NM_001039591.3 950.74 933.44 17.3 1.819635
chr18 72516076 72516126 ZNF407_Exon4_NM_001146190.1 583.10 572.50 10.6 1.81787
chr8 26220179 26220384 PPP2R2A_Exon7_NM_002717.4 1710.30 1679.24 31.06 1.816056
chr6 30670309 30670460 MDC1_Exon14_NM_014641.3 1556.44 1528.18 28.26 1.815682
chr1 156838276 156838459 NTRK1_Exon7_NM_001007792.1 1243.88 1221.30 22.58 1.815288
chr16 2138426 2138631 TSC2_Exon39_NM_001318829.1 1502.20 1474.94 27.26 1.814672
chr20 54958020 54958252 AURKA_Exon6_NM_198434.2 1749.18 1717.44 31.74 1.814565
chr14 21860645 21860988 CHD8_Exon34_NM_020920.4 1698.18 1667.38 30.8 1.813706
chr20 1350006 1350057 FKBP1A_Exon4_NM_001199786.1 320.64 314.84 5.8 1.808882
chr5 149501422 149501623 PDGFRB_Exon16_NM_001355017.2 1252.64 1230.00 22.64 1.807383
chr1 227078958 227079082 PSEN2_Exon10_NM_012486.2 1272.46 1249.48 22.98 1.805951
chr19 48917227 48917382 GRIN2D_Exon4_NM_000836.2 1319.72 1295.90 23.82 1.804928
chr17 41205159 41205393 BRCA1_Intron19_NM_007298.3 1427.40 1401.64 25.76 1.80468
chr16 2129256 2129449 TSC2_Exon26_NM_001318829.1 1518.86 1491.46 27.4 1.803985
chr1 214625127 214625337 PTPN14_Exon3_NM_005401.5 1482.54 1455.90 26.64 1.796916
chr9 101891116 101891402 TGFBR1_Exon2_NM_001130916.3 1550.56 1522.72 27.84 1.79548
chr1 61543203 61543250 NFIA_Exon1_NM_001145511.2 477.88 469.30 8.58 1.79543
chr12 57857761 57857894 GLI1_Exon3_NM_005269.3 1192.56 1171.18 21.38 1.792782
chr15 41991241 41991377 MGA_Exon5_NM_001080541.2 1378.34 1353.64 24.7 1.792011
chr17 40490728 40490850 STAT3_Exon6_NM_213662.2 1242.64 1220.40 22.24 1.789738
chr2 16085594 16086239 MYCN_Exon2_NM_001293231.2 1049.80 1031.04 18.76 1.787007
chr22 29696091 29696171 EWSR1_Exon16_NM_001163286.2 1523.14 1495.94 27.2 1.785785
chr16 3350657 3350706 TIGD7_Exon2_NM_033208.4 619.88 608.82 11.06 1.784216
chr19 45867661 45867825 ERCC2_Exon8_NM_000400.3 1332.88 1309.10 23.78 1.784107
chr17 29527419 29527633 NF1_Exon9_NM_000267.3 1617.70 1588.86 28.84 1.782778
chr17 33434364 33434486 RAD51D_Exon4_NM_001142571.2 1357.10 1332.92 24.18 1.78174
chr16 2129537 2129690 TSC2_Exon27_NM_001318829.1 1572.38 1544.38 28.0 1.78074
chr6 152332770 152332949 ESR1_Exon7_NM_001122742.1 1352.08 1328.02 24.06 1.779481
chr17 63533421 63533973 AXIN2_Exon6_NM_004655.4 1851.90 1818.98 32.92 1.777634
chr13 48934132 48934283 RB1_Exon7_NM_000321.2 1085.92 1066.62 19.3 1.777295
chr17 16021181 16021361 NCOR1_Exon18_NM_006311.4 1659.04 1629.56 29.48 1.776931
chr19 15295085 15295281 NOTCH3_Exon16_NM_000435.3 1326.26 1302.70 23.56 1.776424
chr17 7810898 7811040 CHD3_Exon33_NM_001005271.3 1667.72 1638.14 29.58 1.773679
chr15 75672949 75673084 SIN3A_Exon19_NM_015477.3 1510.00 1483.28 26.72 1.769536
chrX 129154939 129155145 BCORL1_Exon4_NM_021946.4 902.06 886.10 15.96 1.769284
chr19 47503567 47503965 ARHGAP35_Exon7_NM_004491.5 865.96 850.66 15.3 1.766825
chr22 30067794 30067957 NF2_Exon11_NM_000268.3 1268.94 1246.54 22.4 1.765253
chr22 50721119 50721330 PLXNB2_Exon18_NM_012401.4 1220.76 1199.24 21.52 1.762836
chrX 70341391 70341686 MED12_Exon7_NM_005120.3 1059.80 1041.12 18.68 1.762597
chr1 36769376 36769638 THRAP3_Exon12_NM_001321473.2 1246.26 1224.30 21.96 1.762072
chr2 212286711 212286849 ERBB4_Exon24_NM_001042599.1 936.42 919.92 16.5 1.76203
chr3 189587097 189587139 TP63_Exon9_NM_001329964.1 1513.12 1486.48 26.64 1.760601
chr13 48881395 48881562 RB1_Exon2_NM_000321.2 1473.52 1447.70 25.82 1.752267
chr1 2461264 2461470 HES5_Exon2_NM_001010926.4 1128.10 1108.38 19.72 1.748072
chr1 159166593 159166643 CADM3-AS1_Exon4_NR_037870.1 241.46 237.24 4.22 1.747701
chr19 50902088 50902330 POLD1_Exon2_NM_001256849.1 1351.74 1328.12 23.62 1.747377
chr17 16041451 16041546 NCOR1_Exon13_NM_006311.4 1724.98 1694.84 30.14 1.747267
chr18 751684 751824 YES1_Exon3_NM_005433.4 1323.44 1300.32 23.12 1.746962
chr17 41264406 41264565 BRCA1_Intron3_NM_007298.3 1639.60 1610.96 28.64 1.746768
chr5 67584543 67584599 PIK3R1_Exon1_NM_181524.2 1509.54 1483.18 26.36 1.746227
chr12 7187765 7187815 C1R_Exon9_NM_001354346.2 354.44 348.26 6.18 1.743596
chr10 123353461 123357495 FGFR2_Exon2_NM_001144919.2 1519.48 1493.00 26.48 1.742701
chr20 9288441 9288565 PLCB4_Exon3_NM_001172646.1 1318.92 1295.98 22.94 1.739302
chr16 56704936 56704985 MT1H_Exon3_NM_005951.2 460.88 452.88 8.0 1.73581
chr11 64574462 64574590 MEN1_Exon6_NM_001370261.1 1276.06 1253.94 22.12 1.733461
chr10 89623841 89624325 PTEN_Exon1_NM_001304718.2 1256.92 1235.14 21.78 1.732807
chr1 226259031 226259200 H3-3A_Exon4_NM_002107.6 1217.96 1196.86 21.1 1.732405
chr3 52678699 52678825 PBRM1_Exon12_NM_001350077.2 1173.02 1152.70 20.32 1.732281
chr19 13355975 13356099 CACNA1A_Exon31_NM_001127221.1 1255.60 1233.86 21.74 1.731443
chr14 69259578 69259807 ZFP36L1_Exon1_NM_001244698.1 2029.74 1994.60 35.14 1.731256
chr1 39926283 39926486 MACF1_Exon87_NM_012090.5 1520.82 1494.50 26.32 1.730645
chr1 156834125 156834240 NTRK1_Exon3_NM_001007792.1 1336.32 1313.20 23.12 1.730125
chr12 6687174 6687323 CHD4_Exon35_NM_001297553.2 1431.24 1406.50 24.74 1.728571
chrX 70586144 70586364 TAF1_Exon1_NM_138923.3 472.54 464.38 8.16 1.726838
chr12 120541609 120541773 RAB35_Exon3_NM_006861.7 1212.32 1191.40 20.92 1.725617
chr8 145739291 145739511 RECQL4_Exon12_NM_004260.3 1613.88 1586.06 27.82 1.723796
chr11 26692575 26692631 SLC5A12_Exon15_NM_178498.4 851.90 837.22 14.68 1.723207
chr11 64536877 64537101 SF1_Exon6_NM_001178030.1 2335.32 2295.08 40.24 1.723104
chr19 15300063 15300259 NOTCH3_Exon7_NM_000435.3 1437.88 1413.12 24.76 1.72198
chr17 41265692 41265869 BRCA1_Intron3_NM_007298.3 1305.62 1283.16 22.46 1.720256
chr17 7576832 7576946 TP53_Exon5_NM_001276698.2 1708.24 1678.86 29.38 1.719899
chr16 50368601 50368826 BRD7_Exon7_NM_001173984.3 1482.70 1457.20 25.5 1.719835
chr19 2220086 2220241 DOT1L_Exon23_NM_032482.3 1452.86 1427.92 24.94 1.716614
chr5 38978664 38978772 RICTOR_Exon9_NM_001285439.2 1086.02 1067.38 18.64 1.716359
chr17 7388063 7388196 POLR2A_Exon1_NM_000937.5 1137.90 1118.38 19.52 1.715441
chr1 10328189 10328341 KIF1B_Exon7_NM_183416.4 1481.36 1455.96 25.4 1.714641
chr5 80071492 80071597 MSH3_Exon16_NM_002439.5 901.72 886.26 15.46 1.714501
chr10 104386911 104387020 SUFU_Exon11_NM_016169.3 1612.38 1584.74 27.64 1.714236
chr5 38942914 38943093 RICTOR_Exon38_NM_001285439.2 1709.58 1680.36 29.22 1.709192
chr4 55524161 55524268 KIT_Exon1_NM_001093772.1 1031.02 1013.40 17.62 1.708987
chr13 41240263 41240306 FOXO1_Exon1_NM_002015.4 1013.86 996.54 17.32 1.708323
chr1 154983375 154983511 ZBTB7B_Exon3_NM_001252406.2 1096.10 1077.40 18.7 1.706049
chr12 64812735 64812783 XPOT_Exon6_NM_007235.6 362.56 356.38 6.18 1.704545
chr6 18133995 18134160 TPMT_Exon8_NM_001346817.1 1128.98 1109.74 19.24 1.704193
chr17 63526073 63526240 AXIN2_Exon11_NM_004655.4 1632.66 1604.86 27.8 1.702743
chr3 12632276 12632493 RAF1_Exon13_NM_001354689.3 1290.18 1268.22 21.96 1.702088
chr5 112111305 112111454 APC_Exon4_NM_001127511.3 1227.96 1207.06 20.9 1.70201
chr1 163307789 163307903 NUF2_Exon7_NM_031423.4 1248.96 1227.74 21.22 1.699014
chr4 1807456 1809009 FGFR3_Exon13_NM_001354810.2 1550.52 1524.26 26.26 1.693625
chr5 121362833 121362883 SRFBP1_Exon8_NM_152546.3 393.24 386.58 6.66 1.693622
chr9 98009693 98009818 FANCC_Exon3_NM_001243743.1 1348.74 1325.96 22.78 1.688984
chr11 76246918 76247123 EMSY_Exon15_NM_001300943.2 1195.46 1175.28 20.18 1.688053
chr11 94219069 94219270 MRE11_Exon4_NM_005590.4 1651.60 1623.74 27.86 1.686849
chrX 76972587 76972740 ATRX_Exon2_NM_000489.5 1000.20 983.34 16.86 1.685663
chr16 2106176 2106265 TSC2_Exon6_NM_001318829.1 1553.66 1527.48 26.18 1.685053
chr1 161293383 161293480 SDHC_Exon2_NM_003001.3 1221.48 1200.90 20.58 1.684841
chr2 25458555 25458714 DNMT3A_Exon23_NR_135490.2 1212.86 1192.44 20.42 1.683624
chr3 37042425 37042564 MLH1_Exon2_NM_001258273.1 1234.50 1213.74 20.76 1.681652
chr19 15291471 15291659 NOTCH3_Exon19_NM_000435.3 1346.74 1324.10 22.64 1.681097
chr1 214585006 214585114 PTPN14_Exon5_NM_005401.5 1096.34 1077.92 18.42 1.680136
chr19 36221418 36221537 KMT2B_Exon25_NM_014727.2 1718.32 1689.46 28.86 1.679547
chr22 41525873 41526027 EP300_Exon5_NM_001362843.2 1374.86 1351.78 23.08 1.678716
chr19 3120966 3121197 GNA11_Exon7_NM_002067.5 1064.14 1046.28 17.86 1.678351
chr16 81929391 81929552 PLCG2_Exon13_NM_002661.5 1275.38 1253.98 21.4 1.677931
chr17 61912751 61912947 SMARCD2_Exon5_NM_001330440.1 1723.16 1694.32 28.84 1.673669
chr3 142183918 142184102 ATR_Exon41_NM_001184.4 1352.92 1330.28 22.64 1.673417
chr17 29562915 29563059 NF1_Exon29_NM_000267.3 1728.16 1699.30 28.86 1.669984
chr1 11298438 11298694 MTOR_Exon12_NM_004958.4 1297.42 1275.76 21.66 1.669467
chr6 137524615 137524842 IFNGR1_Exon5_NM_001363527.1 1411.60 1388.04 23.56 1.669028
chr16 2121490 2121637 TSC2_Exon17_NM_001318829.1 1404.58 1381.16 23.42 1.667402
chr14 105258914 105259000 AKT1_Exon2_NM_005163.2 2144.86 2109.12 35.74 1.666309
chr5 180036884 180037045 FLT4_Exon28_NM_182925.5 1020.86 1003.88 16.98 1.663303
chr11 62649509 62649556 SLC3A2_Exon3_NM_001012664.3 502.68 494.32 8.36 1.663086
chr19 45860867 45860977 ERCC2_Exon13_NM_000400.3 768.52 755.74 12.78 1.662937
chr14 45639771 45639969 FANCM_Exon11_NM_001308133.2 1863.74 1832.76 30.98 1.662249
chrX 123195053 123195211 STAG2_Exon16_NM_001042749.2 1209.54 1189.44 20.1 1.661789
chr19 17945640 17945832 JAK3_Exon16_NM_000215.3 1395.92 1372.74 23.18 1.660554
chrX 70352206 70352408 MED12_Exon31_NM_005120.3 1179.94 1160.36 19.58 1.659406
chrX 70642946 70643109 TAF1_Exon30_NM_138923.3 1151.16 1132.06 19.1 1.659196
chr13 41240257 41240299 FOXO1_Exon1_NM_002015.4 1012.78 995.98 16.8 1.658801
chr12 57490334 57490564 STAT6_Exon22_NM_001178079.2 1225.12 1204.80 20.32 1.658613
chr6 43748448 43748611 VEGFA_Exon6_NM_001171625.1 932.42 916.96 15.46 1.658051
chr6 49459975 49460024 CENPQ_Exon9_NM_018132.4 445.14 437.76 7.38 1.657905
chr5 149500746 149500905 PDGFRB_Exon17_NM_001355017.2 916.34 901.16 15.18 1.65659
chr8 30989860 30990042 WRN_Exon24_NM_000553.6 1542.08 1516.54 25.54 1.656205
chr17 41271038 41271202 BRCA1_Intron2_NM_007298.3 1508.66 1483.72 24.94 1.653123
chr9 137666684 137666778 COL5A1_Exon27_NM_000093.5 1390.74 1367.78 22.96 1.65092
chrX 32472758 32472969 DMD_Exon26_NM_000109.4 583.16 573.54 9.62 1.649633
chr12 124841167 124841372 NCOR2_Exon25_NM_006312.6 610.30 600.24 10.06 1.64837
chr1 32797256 32797427 HDAC1_Exon11_NM_004964.3 1557.98 1532.30 25.68 1.648288
chrX 95993564 95993781 DIAPH2_Exon3_NM_007309.3 1065.36 1047.80 17.56 1.648269
chr1 206651482 206651702 IKBKE_Exon8_NM_001193321.2 1217.32 1197.26 20.06 1.647882
chr6 35425312 35425397 FANCE_Exon3_NM_021922.3 1515.22 1490.30 24.92 1.644646
chr11 94180364 94180624 MRE11_Exon15_NM_005590.4 1636.36 1609.48 26.88 1.64267
chr19 15290862 15291087 NOTCH3_Exon20_NM_000435.3 1001.12 984.68 16.44 1.642161
chr12 49419944 49421125 KMT2D_Exon48_NM_003482.3 1400.26 1377.28 22.98 1.641124
chr1 46739789 46739908 RAD54L_Exon15_NM_001370766.1 1242.60 1222.22 20.38 1.640109
chr2 242794080 242794155 PDCD1_Exon4_NM_005018.3 609.12 599.14 9.98 1.638429
chr8 145739805 145739929 RECQL4_Exon10_NM_004260.3 2671.06 2627.30 43.76 1.638301
chr2 21239290 21239541 APOB_Exon21_NM_000384.3 1269.84 1249.04 20.8 1.638002
chr15 91346730 91346970 BLM_Exon18_NM_000057.4 1431.46 1408.04 23.42 1.636092
chr1 27100799 27101731 ARID1A_Exon18_NM_139135.4 1241.06 1220.76 20.3 1.635699
chr13 32941593 32941716 BRCA2_Intron18_NM_000059.3 1567.62 1542.00 25.62 1.634325
chr16 83828664 83828714 CDH13_Exon13_NM_001220490.2 419.88 413.02 6.86 1.6338
chr6 117639330 117658523 ROS1_Exon37_NM_002944.2 1406.42 1383.46 22.96 1.632514
chr8 30942661 30942782 WRN_Exon11_NM_000553.6 1245.22 1224.90 20.32 1.63184
chr3 89462270 89462436 EPHA3_Exon10_NM_005233.6 1401.28 1378.42 22.86 1.631366
chr14 62188206 62188392 HIF1A_Exon3_NM_181054.3 2282.18 2244.96 37.22 1.630897
chr14 24769830 24769895 NOP9_Exon2_NM_001286367.2 618.12 608.04 10.08 1.630751
chr1 243716010 243716265 AKT3_Exon10_NM_181690.2 1408.60 1385.64 22.96 1.629987
chr2 25474760 25474983 DNMT3A_Exon1_NM_001320893.1 1216.24 1196.42 19.82 1.629613
chr12 124832350 124832477 NCOR2_Exon32_NM_006312.6 1320.58 1299.10 21.48 1.626558
chr2 213403152 213403274 ERBB4_Exon1_NM_001042599.1 1476.64 1452.64 24.0 1.625312
chr16 2125779 2125913 TSC2_Exon22_NM_001318829.1 1311.32 1290.06 21.26 1.621267
chr17 41229655 41229732 BRCA1_Intron12_NM_007298.3 1133.40 1115.04 18.36 1.619905
chr7 14028612 14028697 ETV1_Exon3_NM_004956.5 1563.56 1538.30 25.26 1.615544
chr7 55242394 55242533 EGFR_Exon18_NM_001346897.2 1528.04 1503.36 24.68 1.615141
chr19 18276949 18277132 PIK3R2_Exon12_NM_005027.4 1556.14 1531.02 25.12 1.614251
chr22 36688011 36688300 MYH9_Exon31_NM_002473.5 1202.14 1182.74 19.4 1.613789
chr2 61709494 61709694 XPO1_Exon23_NM_003400.4 1289.26 1268.46 20.8 1.613329
chr14 68292160 68292314 RAD51B_Exon3_NM_001321819.1 1955.60 1924.08 31.52 1.611782
chr17 41200030 41200214 BRCA1_Intron21_NM_007298.3 1108.16 1090.30 17.86 1.611681
chr12 1034595 1034711 RAD52_Exon7_NM_134424.4 1113.64 1095.70 17.94 1.610934
chr19 44051015 44051149 XRCC1_Exon11_NM_006297.2 1329.24 1307.84 21.4 1.609943
chrX 70468515 70468671 ZMYM3_Exon9_NM_201599.3 1076.68 1059.36 17.32 1.608649
chr22 28192730 28196551 MN1_Exon1_NM_002430.3 1257.22 1237.02 20.2 1.60672
chr12 49430887 49432792 KMT2D_Exon34_NM_003482.3 1568.28 1543.16 25.12 1.601755
chr3 52713569 52713747 PBRM1_Exon5_NM_001350077.2 1728.32 1700.66 27.66 1.600398
chr3 176767764 176767946 TBL1XR1_Exon7_NM_001321193.2 1552.02 1527.20 24.82 1.599206
chr2 96930855 96931139 TMEM127_Exon2_NM_001193304.3 1234.08 1214.36 19.72 1.597952
chr17 17124672 17124962 FLCN_Exon10_NM_001353229.2 1166.78 1148.18 18.6 1.594131
chr5 79960941 79961202 MSH3_Exon3_NM_002439.5 1501.38 1477.48 23.9 1.591869
chrX 123234403 123234467 STAG2_Exon35_NM_001042749.2 945.00 929.96 15.04 1.591534
chr22 36696876 36697123 MYH9_Exon22_NM_002473.5 1395.64 1373.44 22.2 1.590668
chr2 222290604 222290654 EPHA4_Exon17_NM_001363748.2 427.72 420.92 6.8 1.589825
chr1 193181174 193181250 CDC73_Exon12_NM_024529.4 1668.60 1642.10 26.5 1.588158
chr3 142259725 142259896 ATR_Exon18_NM_001184.4 1558.30 1533.56 24.74 1.587628
chr5 180046232 180046386 FLT4_Exon19_NM_182925.5 854.60 841.04 13.56 1.586707
chr19 3094629 3094805 GNA11_Exon1_NM_002067.5 536.84 528.34 8.5 1.58334
chr9 21974455 21974846 CDKN2A_Exon1_NM_058197.4 1514.42 1490.46 23.96 1.582124
chr11 108106376 108106581 ATM_Exon5_NM_000051.3 1380.64 1358.80 21.84 1.581875
chr12 124968121 124968339 NCOR2_Exon5_NM_006312.6 992.84 977.16 15.68 1.579308
chr15 99500269 99500691 IGF1R_Exon21_NM_001291858.2 1303.08 1282.52 20.56 1.5778
chrX 53566597 53566793 HUWE1_Exon75_NM_031407.7 1056.36 1039.74 16.62 1.573327
chr17 37686836 37687589 CDK12_Exon14_NM_016507.4 1240.20 1220.70 19.5 1.572327
chr19 50919846 50920000 POLD1_Exon24_NM_001256849.1 1229.44 1210.12 19.32 1.571447
chr17 41213910 41214158 BRCA1_Intron18_NM_007298.3 1281.68 1261.56 20.12 1.569815
chr12 50479923 50480151 SMARCD1_Exon2_NM_139071.3 1059.92 1043.30 16.62 1.568043
chr17 29575981 29576157 NF1_Exon30_NM_000267.3 1774.52 1746.72 27.8 1.566621
chr3 142272646 142272877 ATR_Exon11_NM_001184.4 1505.46 1481.88 23.58 1.566299
chr1 23885430 23885530 ID3_Exon2_NM_002167.5 1769.72 1742.04 27.68 1.564089
chr12 6690189 6690359 CHD4_Exon32_NM_001297553.2 1569.24 1544.70 24.54 1.563814
chr16 23619164 23619353 PALB2_Exon12_NM_024675.4 1139.88 1122.06 17.82 1.563322
chr1 159032467 159032516 AIM2_Exon6_NM_004833.3 499.34 491.54 7.8 1.562062
chr4 3015450 3015498 GRK4_Exon6_NM_001350173.2 318.84 313.86 4.98 1.561912
chr17 58725232 58725463 PPM1D_Exon4_NM_003620.4 1449.84 1427.22 22.62 1.560172
chr9 137703164 137703258 COL5A1_Exon45_NM_000093.5 960.30 945.32 14.98 1.559929
chr6 117681484 117681588 ROS1_Exon22_NM_002944.2 1404.84 1382.94 21.9 1.558896
chr16 50355872 50355969 BRD7_Exon13_NM_001173984.3 1573.60 1549.08 24.52 1.55821
chr9 137708851 137708945 COL5A1_Exon53_NM_000093.5 1178.30 1159.96 18.34 1.55648
chrX 66943507 66943703 AR_Exon8_NM_000044.6 1013.38 997.62 15.76 1.555192
chr4 155226228 155226403 DCHS2_Exon11_NM_001358235.2 1254.08 1234.58 19.5 1.554925
chr2 61729110 61729195 XPO1_Exon6_NM_003400.4 1173.36 1155.12 18.24 1.55451
chr12 56486510 56486624 ERBB3_Exon10_NM_001982.3 1641.16 1615.66 25.5 1.553779
chr6 150004131 150005748 LATS1_Exon5_NM_001350339.2 1584.04 1559.44 24.6 1.552991
chr12 1022536 1022638 RAD52_Exon12_NM_134424.4 1436.86 1414.60 22.26 1.549211
chr19 1418182 1418389 DAZAP1_Exon3_NM_001352033.2 1605.98 1581.14 24.84 1.546719
chr17 41208668 41209259 BRCA1_Exon18_NM_007298.3 1638.58 1613.24 25.34 1.546461
chr9 8341069 8341288 PTPRD_Exon26_NM_130392.3 1309.14 1288.90 20.24 1.546053
chr8 91637734 91637785 TMEM64_Exon2_NM_001146273.1 479.96 472.54 7.42 1.545962
chrX 96194244 96194401 DIAPH2_Exon12_NM_007309.3 750.38 738.78 11.6 1.545883
chr1 16459654 16459883 EPHA2_Exon11_NM_004431.5 1641.98 1616.62 25.36 1.544477
chr6 80751877 80751925 TTK_Exon22_NM_001166691.1 283.86 279.48 4.38 1.543014
chr14 36986462 36987245 NKX2-1_Exon2_NM_003317.4 1409.28 1387.54 21.74 1.542632
chr2 39224373 39224586 SOS1_Exon18_NM_005633.3 1640.74 1615.44 25.3 1.541987
chr19 44057113 44057263 XRCC1_Exon7_NM_006297.2 1372.16 1351.02 21.14 1.540637
chr1 214537834 214538038 PTPN14_Exon18_NM_005401.5 1094.24 1077.40 16.84 1.538968
chr6 135515473 135539138 MYB_Exon8_NM_001161660.2 1513.52 1490.26 23.26 1.536815
chrX 47045636 47045806 RBM10_Exon23_NM_001204468.1 980.40 965.34 15.06 1.536108
chr5 150920107 150920344 FAT2_Exon10_NM_001447.2 1357.24 1336.40 20.84 1.535469
chr19 44049949 44050129 XRCC1_Exon14_NM_006297.2 1439.54 1417.46 22.08 1.533823
chr9 139393543 139393731 NOTCH1_Exon32_NM_017617.5 1592.74 1568.32 24.42 1.533207
chr3 142241549 142241703 ATR_Exon23_NM_001184.4 1402.64 1381.18 21.46 1.529972
chr1 11172888 11172994 MTOR_Exon54_NM_004958.4 1407.92 1386.38 21.54 1.529916
chr17 7983955 7984118 ALOX12B_Exon5_NM_001139.3 1702.58 1676.54 26.04 1.529444
chr1 209969672 209969917 IRF6_Exon4_NM_006147.4 1111.08 1094.12 16.96 1.526443
chr17 41261044 41261104 BRCA1_Intron3_NM_007298.3 1288.66 1269.00 19.66 1.525616
chr17 47700074 47700192 SPOP_Exon2_NM_001370732.1 1628.94 1604.10 24.84 1.524918
chr14 68934868 68934987 RAD51B_Exon10_NM_001321819.1 2138.12 2105.52 32.6 1.524704
chr7 14027690 14027818 ETV1_Exon4_NM_004956.5 1822.84 1795.06 27.78 1.523996
chr17 40353735 40353902 STAT5B_Exon19_NM_012448.4 1139.24 1121.88 17.36 1.523823
chr1 156811165 156811340 INSRR_Exon21_NM_014215.3 1252.14 1233.08 19.06 1.522194
chr5 180043879 180044014 FLT4_Exon22_NM_182925.5 994.44 979.32 15.12 1.520454
chr1 16458852 16458954 EPHA2_Exon12_NM_004431.5 1509.16 1486.26 22.9 1.5174
chr13 32898892 32899686 BRCA2_Exon4_NM_000059.3 1850.22 1822.16 28.06 1.516576
