Chromosome Start End Name Initial_Abundance New_Abundance Absolute_Difference Relative_Difference(%)
chr1 226561906 226562075 PARP1_Exon14_NM_001618.4 1361.48 5.42 1356.06 99.601904
chr16 50388315 50388413 BRD7_Exon4_NM_001173984.3 1627.30 6.48 1620.82 99.601794
chr1 11175432 11175545 MTOR_Exon51_NM_004958.4 1341.00 5.34 1335.66 99.60179
chr8 90958347 90958543 NBN_Exon13_NM_002485.4 1853.25 7.38 1845.87 99.601781
chr1 198697448 198697597 PTPRC_Exon13_NM_080921.3 1330.74 5.30 1325.44 99.601725
chr7 140501191 140501380 BRAF_Exon6_NM_001354609.2 1998.48 7.96 1990.52 99.601697
chr17 56772271 56772574 RAD51C_Exon2_NM_002876.3 1531.40 6.10 1525.3 99.601672
chr12 124885026 124885239 NCOR2_Exon17_NM_006312.6 1310.26 5.22 1305.04 99.601606
chr9 131380245 131380407 SPTAN1_Exon41_NM_001195532.2 1259.98 5.02 1254.96 99.601581
chr3 122002513 122004058 CASR_Exon7_NM_000388.4 1445.68 5.76 1439.92 99.601572
chr7 142649575 142649745 KEL_Exon10_NM_000420.3 1621.14 6.46 1614.68 99.601515
chr1 39914245 39914455 MACF1_Exon79_NM_012090.5 1409.86 5.62 1404.24 99.601379
chr7 142651250 142651479 KEL_Exon8_NM_000420.3 1871.16 7.46 1863.7 99.601317
chr10 54076034 54076215 DKK1_Exon3_NM_012242.4 1905.72 7.60 1898.12 99.601201
chr13 20567192 20568079 ZMYM2_Exon3_NM_001353159.1 1694.66 6.76 1687.9 99.6011
chr5 55236889 55237667 IL6ST_Exon17_NM_002184.4 1799.48 7.18 1792.3 99.600996
chr2 21224581 21226226 APOB_Exon29_NM_000384.3 1593.84 6.36 1587.48 99.600964
chr9 27169454 27169647 TEK_Exon3_NM_001290078.1 1618.90 6.46 1612.44 99.600964
chr11 85967408 85967574 EED_Exon5_NM_001330334.1 1428.00 5.70 1422.3 99.60084
chr7 151188008 151188120 RHEB_Exon2_NM_005614.4 2189.00 8.74 2180.26 99.600731
chr6 135513441 135513716 MYB_Exon6_NM_001161660.2 1572.10 6.28 1565.82 99.600534
chr20 31019103 31019307 ASXL1_Exon9_NM_015338.6 1722.28 6.88 1715.4 99.60053
chr3 69812972 69813113 MITF_Exon1_NM_006722.2 1366.30 5.46 1360.84 99.600381
chr7 6043582 6043709 PMS2_Exon3_NM_001322005.2 1821.62 7.28 1814.34 99.600356
chr7 151855927 151856177 KMT2C_Exon44_NM_170606.3 2356.42 9.42 2347.0 99.600241
chr12 112910727 112910864 PTPN11_Exon7_NM_002834.4 1355.74 5.42 1350.32 99.600218
chr6 149997670 149997893 LATS1_Exon7_NM_001350339.2 1435.52 5.74 1429.78 99.600145
chr12 49428344 49428469 KMT2D_Exon36_NM_003482.3 1855.52 7.42 1848.1 99.600112
chr9 8465445 8465695 PTPRD_Exon16_NM_130392.3 1215.08 4.86 1210.22 99.600026
chr15 89826346 89826501 FANCI_Exon17_NM_001113378.1 1620.00 6.48 1613.52 99.6
chr5 98232876 98233044 CHD1_Exon10_NM_001270.2 1709.72 6.84 1702.88 99.599934
chr11 92564767 92565197 FAT3_Exon14_NM_001367949.1 1284.64 5.14 1279.5 99.599888
chr17 56774033 56774240 RAD51C_Exon3_NM_058216.3 1513.98 6.06 1507.92 99.599731
chr4 1805398 1805583 FGFR3_Exon8_NM_001354810.2 1243.94 4.98 1238.96 99.599659
chr14 75500101 75500213 MLH3_Exon7_NM_001040108.1 1878.32 7.52 1870.8 99.599642
chr12 49427829 49428102 KMT2D_Exon38_NM_003482.3 1573.34 6.30 1567.04 99.599578
chr21 33064641 33064782 SCAF4_Exon13_NM_020706.2 1727.22 6.92 1720.3 99.599356
chr17 16022716 16022819 NCOR1_Exon17_NM_006311.4 1727.18 6.92 1720.26 99.599347
chr11 108164019 108164224 ATM_Exon31_NM_000051.3 1427.48 5.72 1421.76 99.599294
chr3 1337264 1337508 CNTN6_Exon5_NM_001349359.2 1422.48 5.70 1416.78 99.599291
chr12 49422590 49422761 KMT2D_Exon45_NM_003482.3 1696.42 6.80 1689.62 99.599156
chr1 46736310 46736477 RAD54L_Exon10_NM_001370766.1 1391.88 5.58 1386.3 99.599103
chr5 38957733 38957852 RICTOR_Exon25_NM_001285439.2 1441.76 5.78 1435.98 99.599101
chr7 13950843 13950952 ETV1_Exon6_NM_001163150.1 2050.32 8.22 2042.1 99.599087
chrX 63409738 63413186 AMER1_Exon2_NM_152424.4 1256.96 5.04 1251.92 99.599033
chrX 41073800 41073982 USP9X_Exon34_NM_001039591.3 827.84 3.32 824.52 99.598956
chr13 49280933 49282014 CYSLTR2_Exon2_NM_001308471.3 1725.28 6.92 1718.36 99.598906
chr3 142171949 142172095 ATR_Exon46_NM_001184.4 1734.96 6.96 1728.0 99.598838
chrX 44928803 44929622 KDM6A_Exon15_NM_001291421.1 1246.32 5.00 1241.32 99.598819
chr6 157431585 157431715 ARID1B_Exon8_NM_001371656.1 1550.08 6.22 1543.86 99.59873
chr5 98207734 98207925 CHD1_Exon27_NM_001270.2 1614.72 6.48 1608.24 99.598692
chr13 26923188 26923339 CDK8_Exon3_NM_001346501.2 1564.14 6.28 1557.86 99.598501
chr13 32945015 32946060 BRCA2_Exon20_NM_000059.3 1558.82 6.26 1552.56 99.598414
chr5 131925302 131925549 RAD50_Exon9_NM_005732.4 1607.70 6.46 1601.24 99.598184
chr1 10434891 10435124 KIF1B_Exon47_NM_001365951.2 1114.46 4.48 1109.98 99.598012
chr4 185339300 185339387 IRF2_Exon5_NM_002199.4 1253.56 5.04 1248.52 99.597945
chr3 138403446 138403665 PIK3CB_Exon6_NM_001256045.1 1640.54 6.60 1633.94 99.597693
chr8 145741351 145742168 RECQL4_Exon5_NM_004260.3 2763.66 11.12 2752.54 99.597635
chr6 161508699 161509006 MAP3K4_Exon10_NM_001363582.1 1252.58 5.04 1247.54 99.59763
chr22 22123472 22123629 MAPK1_Exon8_NM_002745.4 1436.36 5.78 1430.58 99.597594
chr9 137328292 137328480 RXRA_Exon10_NM_002957.6 1153.04 4.64 1148.4 99.597586
chr4 126237546 126242761 FAT4_Exon1_NM_024582.4 1744.40 7.02 1737.38 99.597569
chr22 30060958 30061073 NF2_Exon9_NM_000268.3 1301.84 5.24 1296.6 99.597493
chr7 2983864 2983906 CARD11_Exon6_NM_001324281.2 1525.14 6.14 1519.0 99.597414
chr1 39784104 39784307 MACF1_Exon29_NM_012090.5 1470.06 5.92 1464.14 99.597295
chr13 26956930 26957028 CDK8_Exon5_NM_001318368.2 1549.34 6.24 1543.1 99.597248
chrX 32503015 32503236 DMD_Exon21_NM_000109.4 1042.68 4.20 1038.48 99.597192
chr16 354283 354461 AXIN1_Exon5_NM_003502.4 853.80 3.44 850.36 99.597095
chr10 43600379 43600661 RET_Exon4_NM_020630.5 1056.80 4.26 1052.54 99.596896
chr1 197396563 197397151 CRB1_Exon9_NM_001257965.2 1835.64 7.40 1828.24 99.596871
chr17 37866572 37866754 ERBB2_Exon10_NM_001005862.2 1518.06 6.12 1511.94 99.596854
chr17 7405816 7406040 POLR2A_Exon16_NM_000937.5 1165.56 4.70 1160.86 99.59676
chr5 149514292 149514599 PDGFRB_Exon4_NM_001355017.2 1334.16 5.38 1328.78 99.59675
chr1 11188040 11188203 MTOR_Exon43_NM_004958.4 1249.84 5.04 1244.8 99.596748
chr1 98348780 98348970 DPYD_Exon2_NM_000110.4 1388.50 5.60 1382.9 99.596687
chr2 47703485 47703730 MSH2_Exon14_NM_001258281.1 1650.86 6.66 1644.2 99.596574
chr15 57524468 57524648 TCF12_Exon10_NM_001322151.1 1809.36 7.30 1802.06 99.596542
chr17 7976068 7976288 ALOX12B_Exon15_NM_001139.3 1278.92 5.16 1273.76 99.596535
chrX 123178993 123179238 STAG2_Exon8_NM_001042749.2 1040.98 4.20 1036.78 99.596534
chr2 39281734 39281984 SOS1_Exon5_NM_005633.3 1581.24 6.38 1574.86 99.596519
chr20 39795298 39795519 PLCG1_Exon19_NM_182811.2 1680.32 6.78 1673.54 99.596505
chr17 56492666 56492958 RNF43_Exon2_NM_001305544.2 2225.52 8.98 2216.54 99.596499
chr1 11734811 11734893 MAD2L2_Exon9_NM_006341.4 1293.56 5.22 1288.34 99.596462
chr10 88659530 88659667 BMPR1A_Exon6_NM_004329.2 1486.72 6.00 1480.72 99.596427
chr22 41527371 41527657 EP300_Exon6_NM_001362843.2 1446.50 5.84 1440.66 99.596267
chr15 89859961 89860078 FANCI_Exon38_NM_001113378.1 1689.18 6.82 1682.36 99.596254
chr20 36022277 36022416 SRC_Exon6_NM_005417.4 1776.84 7.18 1769.66 99.595912
chr8 38275725 38277273 FGFR1_Exon11_NM_001174067.1 1356.00 5.48 1350.52 99.59587
chr3 168812843 168813053 MECOM_Exon13_NM_001105077.3 1509.26 6.10 1503.16 99.595828
chr22 30090720 30090811 NF2_Exon5_NM_181833.2 1266.66 5.12 1261.54 99.595787
chr7 148486821 148486938 CUL1_Exon15_NM_001370660.1 2047.68 8.28 2039.4 99.59564
chr6 149982844 149983394 LATS1_Exon10_NM_001350339.2 1493.62 6.04 1487.58 99.595613
chr14 21896007 21896433 CHD8_Exon4_NM_020920.4 1601.74 6.48 1595.26 99.59544
chr14 21868551 21868791 CHD8_Exon23_NM_020920.4 1764.52 7.14 1757.38 99.595357
chr11 92085258 92088590 FAT3_Exon2_NM_001367949.1 1665.58 6.74 1658.84 99.595336
chr9 131370110 131370348 SPTAN1_Exon32_NM_001195532.2 1492.28 6.04 1486.24 99.59525
chr3 142180761 142180952 ATR_Exon42_NM_001184.4 1353.70 5.48 1348.22 99.595184
chrX 53571969 53572142 HUWE1_Exon71_NM_031407.7 1095.94 4.44 1091.5 99.594868
chr1 243778377 243778483 AKT3_Exon6_NM_181690.2 1164.18 4.72 1159.46 99.594564
chr1 201984316 201984471 ELF3_Exon9_NM_004433.5 1351.54 5.48 1346.06 99.594537
chr1 201982936 201983172 ELF3_Exon8_NM_004433.5 1311.82 5.32 1306.5 99.594457
chr9 5077432 5077600 JAK2_Exon14_NM_001322195.1 823.42 3.34 820.08 99.594375
chr3 1424605 1424880 CNTN6_Exon16_NM_001349359.2 1558.06 6.32 1551.74 99.594367
chr1 156811436 156811606 INSRR_Exon20_NM_014215.3 1340.92 5.44 1335.48 99.594308
chr1 65306907 65307042 JAK1_Exon20_NM_001320923.1 1518.18 6.16 1512.02 99.594251
chr5 37010168 37010347 NIPBL_Exon21_NM_015384.5 1384.94 5.62 1379.32 99.594206
chrX 33146243 33146302 DMD_Exon1_NM_004010.3 916.66 3.72 912.94 99.594179
chr6 30679168 30679301 MDC1_Exon7_NM_014641.3 1532.46 6.22 1526.24 99.594117
chr15 42046614 42046785 MGA_Exon17_NM_001080541.2 1615.88 6.56 1609.32 99.594029
chr1 39893106 39893306 MACF1_Exon56_NM_012090.5 1600.26 6.50 1593.76 99.593816
chr14 65511008 65511181 CHURC1-FNTB_Exon11_NM_001202559.1 1388.18 5.64 1382.54 99.593713
chr12 65514176 65514356 WIF1_Exon2_NM_007191.5 1545.00 6.28 1538.72 99.593528
chr9 87342548 87342894 NTRK2_Exon11_NM_001291937.1 1657.78 6.74 1651.04 99.593432
chr14 103338233 103338325 TRAF3_Exon3_NM_001199427.2 1735.90 7.06 1728.84 99.593295
chr22 29693796 29693959 EWSR1_Exon12_NM_001163286.2 1278.50 5.20 1273.3 99.593273
chr7 116339118 116340358 MET_Exon2_NM_001324401.2 2979.78 12.12 2967.66 99.593259
chr6 30670860 30671083 MDC1_Exon12_NM_014641.3 1642.30 6.68 1635.62 99.593253
chr12 133248780 133248928 POLE_Exon16_NM_006231.4 1337.34 5.44 1331.9 99.593222
chr17 78923222 78923367 RPTOR_Exon24_NM_001163034.2 1317.42 5.36 1312.06 99.593144
chr5 37057267 37057454 NIPBL_Exon43_NM_015384.5 1489.20 6.06 1483.14 99.59307
chr7 148516667 148516799 EZH2_Exon9_NM_001203249.2 2162.08 8.80 2153.28 99.592985
chr3 1443981 1444190 CNTN6_Exon20_NM_001349359.2 1311.98 5.34 1306.64 99.592982
chr3 47158092 47158264 SETD2_Exon4_NM_014159.6 1498.20 6.10 1492.1 99.592845
chr1 11288704 11288995 MTOR_Exon19_NM_004958.4 1439.18 5.86 1433.32 99.592824
chr22 29105973 29106067 CHEK2_Exon8_NM_001005735.2 982.18 4.00 978.18 99.592743
chr17 40441863 40442060 STAT5A_Exon4_NM_003152.3 1394.68 5.68 1389.0 99.592738
chrX 66941654 66941825 AR_Exon6_NM_000044.6 927.82 3.78 924.04 99.592593
chr1 214542779 214543054 PTPN14_Exon17_NM_005401.5 1708.14 6.96 1701.18 99.592539
chr20 39690013 39690150 TOP1_Exon3_NM_003286.4 2252.46 9.18 2243.28 99.592446
chr14 23444027 23444119 AJUBA_Exon4_NM_198086.3 1476.86 6.02 1470.84 99.592378
chr19 5214569 5214612 PTPRS_Exon29_NM_002850.4 1265.88 5.16 1260.72 99.592378
chr13 28589273 28589413 FLT3_Exon22_NM_004119.3 1167.52 4.76 1162.76 99.592298
chr6 112040987 112041274 FYN_Exon2_NM_153048.3 1363.72 5.56 1358.16 99.592292
chr1 158595915 158596032 SPTA1_Exon42_NM_003126.4 1378.32 5.62 1372.7 99.592257
chr14 95590512 95591025 DICER1_Exon7_NM_001195573.1 2334.00 9.52 2324.48 99.592117
chr1 120478021 120478247 NOTCH2_Exon22_NM_024408.4 1529.66 6.24 1523.42 99.592066
chr3 142211953 142212173 ATR_Exon35_NM_001184.4 1495.14 6.10 1489.04 99.592011
chr1 11254890 11255100 ANGPTL7_Exon5_NM_021146.4 1367.30 5.58 1361.72 99.591896
chr10 103869120 103869284 LDB1_Exon9_NM_003893.5 1724.22 7.04 1717.18 99.591699
chr17 11984652 11984867 MAP2K4_Exon3_NM_003010.4 1773.06 7.24 1765.82 99.591666
chr1 162724925 162725113 DDR2_Exon6_NM_001354983.2 1542.70 6.30 1536.4 99.591625
chr12 133249192 133249445 POLE_Exon15_NM_006231.4 1136.16 4.64 1131.52 99.591607
chr17 12013671 12013763 MAP2K4_Exon6_NM_003010.4 1409.90 5.76 1404.14 99.59146
chr2 212576754 212576921 ERBB4_Exon9_NM_001042599.1 1189.38 4.86 1184.52 99.591384
chr14 65494150 65494337 CHURC1-FNTB_Exon7_NM_001202559.1 1864.46 7.62 1856.84 99.591303
chr5 1266558 1266670 TERT_Exon10_NM_001193376.2 1213.46 4.96 1208.5 99.591251
chr9 137660235 137660329 COL5A1_Exon25_NM_000093.5 1242.78 5.08 1237.7 99.591239
chr9 84226663 84226894 TLE1_Exon13_NM_001303103.1 1002.68 4.10 998.58 99.591096
chr8 6360601 6360802 ANGPT2_Exon9_NM_001147.3 1501.48 6.14 1495.34 99.59107
chrX 32328178 32328413 DMD_Exon14_NM_004012.4 753.16 3.08 750.08 99.591056
chr7 128845430 128845643 SMO_Exon4_NM_005631.5 1569.82 6.42 1563.4 99.591036
chr5 1254462 1254640 TERT_Exon14_NM_001193376.2 924.04 3.78 920.26 99.590927
chr13 33247332 33247513 PDS5B_Exon8_NM_015032.4 1632.60 6.68 1625.92 99.590837
chr7 13946034 13946244 ETV1_Exon8_NM_001163150.1 2131.12 8.72 2122.4 99.590825
chr18 42618429 42618640 SETBP1_Exon5_NM_015559.3 1539.68 6.30 1533.38 99.590824
chr16 3794874 3794982 CREBBP_Exon22_NM_001079846.1 1481.00 6.06 1474.94 99.590817
chr14 21870474 21870682 CHD8_Exon19_NM_020920.4 1866.92 7.64 1859.28 99.59077
chr9 2123698 2123957 SMARCA2_Exon27_NM_001289397.2 1324.12 5.42 1318.7 99.590672
chr7 148496346 148496500 CUL1_Exon21_NM_001370660.1 2149.84 8.80 2141.04 99.590667
chr20 54945520 54945735 AURKA_Exon9_NM_198434.2 1704.88 6.98 1697.9 99.590587
chrX 76940410 76940518 ATRX_Exon8_NM_000489.5 1089.30 4.46 1084.84 99.590563
chr2 198268288 198268508 SF3B1_Exon12_NM_012433.3 1260.00 5.16 1254.84 99.590476
chr1 16460334 16460430 EPHA2_Exon9_NM_004431.5 1704.28 6.98 1697.3 99.590443
chr3 176750738 176750944 TBL1XR1_Exon14_NM_001321193.2 1458.70 5.98 1452.72 99.590046
chr6 43745185 43745422 VEGFA_Exon3_NM_001171630.1 1122.04 4.60 1117.44 99.590032
chr19 11101805 11102019 SMARCA4_Exon8_NM_001128847.3 819.30 3.36 815.94 99.589894
chr5 37044428 37044609 NIPBL_Exon35_NM_015384.5 1672.70 6.86 1665.84 99.589885
chr9 131371909 131371964 SPTAN1_Exon36_NM_001363765.2 1486.88 6.10 1480.78 99.589745
chr20 9438040 9438156 PLCB4_Exon33_NM_001172646.1 1301.54 5.34 1296.2 99.589717
chr4 187538138 187538375 FAT1_Exon11_NM_005245.4 1554.68 6.38 1548.3 99.589626
chr19 41763377 41763554 AXL_Exon18_NM_001699.6 1535.16 6.30 1528.86 99.589619
chrX 53423371 53423557 SMC1A_Exon17_NM_006306.4 1379.16 5.66 1373.5 99.589605
chr13 28624211 28624379 FLT3_Exon6_NM_004119.3 1310.52 5.38 1305.14 99.589476
chr10 88651863 88652006 BMPR1A_Exon5_NM_004329.2 1364.08 5.60 1358.48 99.589467
chr11 92573707 92573945 FAT3_Exon18_NM_001367949.1 1310.40 5.38 1305.02 99.589438
chr6 112025181 112025325 FYN_Exon5_NM_153048.3 1475.82 6.06 1469.76 99.589381
chr1 97839077 97839240 DPYD_Exon16_NM_000110.4 1221.78 5.02 1216.76 99.589124
chr9 135796729 135796843 TSC1_Exon8_NM_000368.5 1800.70 7.40 1793.3 99.589049
chr17 44116372 44116601 KANSL1_Exon9_NM_001193466.2 1595.88 6.56 1589.32 99.588942
chr1 2461529 2461623 HES5_Exon1_NM_001010926.4 1269.82 5.22 1264.6 99.588918
chrX 66942648 66942846 AR_Exon7_NM_000044.6 1041.14 4.28 1036.86 99.588912
chrX 41025104 41025487 USP9X_Exon16_NM_001039591.3 1055.58 4.34 1051.24 99.588852
chr7 151859181 151860931 KMT2C_Exon43_NM_170606.3 2732.46 11.24 2721.22 99.588649
chr12 1025489 1025721 RAD52_Exon9_NM_134424.4 1428.88 5.88 1423.0 99.588489
chr2 148680521 148680700 ACVR2A_Exon10_NM_001278579.2 1321.80 5.44 1316.36 99.58844
chr5 37017100 37017284 NIPBL_Exon24_NM_015384.5 1389.22 5.72 1383.5 99.588258
chr20 39744897 39745052 TOP1_Exon17_NM_003286.4 1753.10 7.22 1745.88 99.588158
chr17 37863222 37863414 ERBB2_Exon5_NM_001005862.2 1369.28 5.64 1363.64 99.588105
chr19 11138439 11138646 SMARCA4_Exon24_NM_001128847.3 1427.24 5.88 1421.36 99.588016
chr12 50488199 50488375 SMARCD1_Exon10_NM_139071.3 1485.48 6.12 1479.36 99.588012
chr17 47685215 47685311 SPOP_Exon7_NM_001370732.1 1829.48 7.54 1821.94 99.587861
chr19 15364942 15365093 BRD4_Exon11_NM_058243.2 1334.40 5.50 1328.9 99.58783
chr17 29631260 29632647 EVI2B_Exon2_NM_006495.4 2183.16 9.00 2174.16 99.587754
chr19 47421912 47425633 ARHGAP35_Exon2_NM_004491.5 1775.24 7.32 1767.92 99.587661
chr11 108180866 108181062 ATM_Exon39_NM_000051.3 1347.78 5.56 1342.22 99.58747
chr1 158631056 158631219 SPTA1_Exon18_NM_003126.4 1361.88 5.62 1356.26 99.587335
chr2 145146963 145147011 ZEB2_Exon10_NM_014795.4 450.70 1.86 448.84 99.587309
chr2 61726827 61727049 XPO1_Exon7_NM_003400.4 1400.40 5.78 1394.62 99.587261
chr20 9424607 9424697 PLCB4_Exon30_NM_001172646.1 1380.16 5.70 1374.46 99.587004
chr5 38949793 38950842 RICTOR_Exon31_NM_001285439.2 2062.28 8.52 2053.76 99.586865
chr5 180048521 180048924 FLT4_Exon13_NM_182925.5 948.82 3.92 944.9 99.586855
chr12 57859550 57859728 GLI1_Exon7_NM_005269.3 1558.66 6.44 1552.22 99.586825
chr1 98144611 98144778 DPYD_Exon8_NM_000110.4 1190.74 4.92 1185.82 99.586812
chr1 8073249 8074476 ERRFI1_Exon4_NM_018948.4 1907.02 7.88 1899.14 99.58679
chr12 49447740 49447943 KMT2D_Exon5_NM_003482.3 1510.02 6.24 1503.78 99.58676
chr5 1271213 1271339 TERT_Exon8_NM_001193376.2 895.30 3.70 891.6 99.586731
chr3 182662861 182662981 DCUN1D1_Exon7_NM_020640.4 1369.50 5.66 1363.84 99.58671
chr20 39728675 39728903 TOP1_Exon12_NM_003286.4 1954.92 8.08 1946.84 99.586684
chr9 131336933 131337114 SPTAN1_Exon4_NM_001195532.2 1412.44 5.84 1406.6 99.586531
chrX 32632399 32632590 DMD_Exon12_NM_000109.4 788.42 3.26 785.16 99.586515
chr10 112362562 112362780 SMC3_Exon27_NM_005445.3 1900.60 7.86 1892.74 99.586446
chr4 55156459 55156741 PDGFRA_Exon22_NM_006206.6 1247.70 5.16 1242.54 99.586439
chr5 38944527 38944691 RICTOR_Exon37_NM_001285439.2 1620.04 6.70 1613.34 99.58643
chr16 341169 341317 AXIN1_Exon9_NM_003502.4 744.72 3.08 741.64 99.586422
chr7 148511985 148512151 EZH2_Exon14_NM_004456.5 2243.36 9.28 2234.08 99.586335
chr1 163317532 163317748 NUF2_Exon12_NM_031423.4 1585.54 6.56 1578.98 99.586261
chr7 152357765 152357887 XRCC2_Exon2_NM_005431.2 1701.40 7.04 1694.36 99.586223
chr16 3658410 3658985 SLX4_Exon2_NM_032444.4 1701.34 7.04 1694.3 99.586209
chr1 39827011 39827369 MACF1_Exon43_NM_012090.5 1387.16 5.74 1381.42 99.586205
chr2 39249690 39250386 SOS1_Exon10_NM_005633.3 1300.06 5.38 1294.68 99.586173
chr13 29007935 29008112 FLT1_Exon6_NM_002019.4 1652.56 6.84 1645.72 99.586097
chr13 20576969 20577295 ZMYM2_Exon4_NM_001353159.1 1676.68 6.94 1669.74 99.586087
chr9 131343180 131343358 SPTAN1_Exon11_NM_001195532.2 1280.44 5.30 1275.14 99.58608
chr12 472108 472283 KDM5A_Exon5_NM_001042603.3 1207.86 5.00 1202.86 99.586045
chr11 125513666 125513815 CHEK1_Exon9_NM_001244846.1 1545.68 6.40 1539.28 99.585943
chr15 91326031 91326178 BLM_Exon13_NM_001287247.2 1419.96 5.88 1414.08 99.585904
chr16 14038559 14038712 ERCC4_Exon10_NM_005236.3 1501.96 6.22 1495.74 99.585874
chr13 110408630 110408675 IRS2_Exon2_NM_003749.3 1332.88 5.52 1327.36 99.585859
chr4 126400875 126401040 FAT4_Exon14_NM_024582.4 1337.34 5.54 1331.8 99.585745
chr14 20825776 20825976 PARP2_Exon16_NM_001042618.1 1688.44 7.00 1681.44 99.585416
chr7 55224431 55224556 EGFR_Exon10_NM_201282.2 2093.54 8.68 2084.86 99.585391
chr6 43749672 43749844 VEGFA_Exon6_NM_001171627.1 1374.62 5.70 1368.92 99.58534
chr16 81962142 81962249 PLCG2_Exon24_NM_002661.5 1195.86 4.96 1190.9 99.585236
chr14 45665354 45665770 FANCM_Exon20_NM_001308133.2 2063.02 8.56 2054.46 99.585074
chr1 241669282 241669488 FH_Exon6_NM_000143.3 1363.60 5.66 1357.94 99.584922
chr1 27099816 27100007 ARID1A_Exon15_NM_139135.4 1532.04 6.36 1525.68 99.584867
chr12 21628381 21628539 RECQL_Exon10_NM_002907.4 1343.90 5.58 1338.32 99.584791
chr16 89805516 89805717 ZNF276_Exon11_NR_110128.1 1584.36 6.58 1577.78 99.58469
chr4 74274290 74274542 ALB_Exon4_NM_000477.7 1617.56 6.72 1610.84 99.584559
chr4 106196184 106197696 TET2_Exon11_NM_001127208.2 1935.22 8.04 1927.18 99.584543
chr12 6701061 6701243 CHD4_Exon19_NM_001297553.2 1646.36 6.84 1639.52 99.584538
chr12 69233033 69233649 MDM2_Exon9_NM_001145339.2 2147.00 8.92 2138.08 99.584537
chr1 158596608 158596817 SPTA1_Exon41_NM_003126.4 1342.84 5.58 1337.26 99.584463
chr2 96919525 96919873 TMEM127_Exon4_NM_001193304.3 1592.70 6.62 1586.08 99.584354
chr17 40476708 40476884 STAT3_Exon17_NM_213662.2 1366.14 5.68 1360.46 99.58423
chr20 36022556 36022700 SRC_Exon7_NM_005417.4 1669.02 6.94 1662.08 99.584187
chr9 139412183 139412409 NOTCH1_Exon8_NM_017617.5 1524.56 6.34 1518.22 99.584142
chr3 30732891 30733111 TGFBR2_Exon8_NM_001024847.2 1510.00 6.28 1503.72 99.584106
chr1 193149403 193150712 B3GALT2_Exon2_NM_003783.3 2264.50 9.42 2255.08 99.584014
chr15 91328130 91328331 BLM_Exon14_NM_001287247.2 1399.04 5.82 1393.22 99.584
chr15 57574622 57574805 TCF12_Exon20_NM_001322151.1 1475.84 6.14 1469.7 99.583966
chr2 215617150 215617299 BARD1_Exon7_NM_000465.4 1240.12 5.16 1234.96 99.583911
chr8 128752621 128753224 MYC_Exon3_NM_001354870.1 2157.72 8.98 2148.74 99.58382
chr1 65301058 65301209 JAK1_Exon25_NM_001320923.1 1470.12 6.12 1464.0 99.583707
chr1 93302992 93303210 RPL5_Exon6_NR_146333.1 1590.10 6.62 1583.48 99.583674
chr3 121980354 121981279 CASR_Exon4_NM_000388.4 1594.78 6.64 1588.14 99.583642
chr6 161491619 161491902 MAP3K4_Exon4_NM_001363582.1 1354.46 5.64 1348.82 99.583598
chr14 68301776 68301933 RAD51B_Exon4_NM_001321819.1 1761.70 7.34 1754.36 99.583357
chr15 99491782 99491957 IGF1R_Exon20_NM_001291858.2 1224.06 5.10 1218.96 99.583354
chr15 89859607 89859710 FANCI_Exon38_NM_001113378.1 1847.78 7.70 1840.08 99.583284
chr2 29543596 29543768 ALK_Exon7_NM_004304.5 1118.02 4.66 1113.36 99.583192
chrX 128652317 128652444 SMARCA1_Exon2_NM_003069.5 992.88 4.14 988.74 99.583031
chr1 241671882 241672105 FH_Exon5_NM_000143.3 1357.16 5.66 1351.5 99.582953
chr2 39214593 39214752 SOS1_Exon22_NM_005633.3 1370.92 5.72 1365.2 99.582762
chr14 20825534 20825699 PARP2_Exon15_NM_001042618.1 1505.08 6.28 1498.8 99.582746
chr9 80412415 80412584 GNAQ_Exon4_NM_002072.5 1648.34 6.88 1641.46 99.58261
chrX 96203913 96204058 DIAPH2_Exon15_NM_007309.3 1182.88 4.94 1177.94 99.582375
chr1 39894893 39895018 MACF1_Exon58_NM_012090.5 1422.00 5.94 1416.06 99.582278
chr1 11253616 11253851 ANGPTL7_Exon3_NM_021146.4 1292.62 5.40 1287.22 99.582244
chr7 128845970 128846230 SMO_Exon5_NM_005631.5 1890.24 7.90 1882.34 99.582064
chr11 64536473 64536621 SF1_Exon8_NM_001178030.1 2091.14 8.74 2082.4 99.582046
chr15 88483833 88484004 NTRK3_Exon15_NM_002530.4 1052.74 4.40 1048.34 99.582043
chr10 43601803 43602039 RET_Exon5_NM_020630.5 1263.14 5.28 1257.86 99.581994
chr7 148454054 148454262 CUL1_Exon4_NM_001370660.1 2028.26 8.48 2019.78 99.581908
chr1 197398558 197398764 CRB1_Exon11_NM_001257965.2 1650.06 6.90 1643.16 99.581833
chr14 95569662 95570483 DICER1_Exon20_NM_001195573.1 2549.18 10.66 2538.52 99.581826
chr15 66777307 66777549 MAP2K1_Exon7_NM_002755.3 1611.70 6.74 1604.96 99.581808
chr14 95583938 95584111 DICER1_Exon8_NM_001195573.1 2051.22 8.58 2042.64 99.581712
chr1 16265770 16265942 SPEN_Exon15_NM_015001.3 1371.70 5.74 1365.96 99.581541
chr4 55946087 55946350 KDR_Exon30_NM_002253.3 1294.88 5.42 1289.46 99.581428
